[2020.12.04 10:05:49 / lib_ea_2.mqh:1962][lib_ea_2.mqh:1950] op_Post_Take_Position
[lib_ea_2.mqh:1955]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201204_100549).(tickets-data).log

[2020.12.04 10:05:49 / lib_ea_2.mqh:2111]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.12.04 11:04:36 / lib_ea_2.mqh:2416]	29357754	2020.12.04 04:05:00	77.202	77.209	77.20099999999999	77.232	77.218	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-0.004	0.008999999999999999	-0.008	0.03	-0.012	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-1	1	-1	3	-2	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	52.97434	61.06422	58.20963	57.85291	52.66048	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	41.44068	42.78215	41.63476	47.39001	45.26802	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	-0.5292	-0.3625	-0.3304	-0.0594	-0.5616	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	5	4	5	4	4	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	
[2020.12.04 11:09:37 / lib_ea_2.mqh:2416]	29357808	2020.12.04 04:10:00	77.209	77.20099999999999	77.232	77.218	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	0.008999999999999999	-0.008	0.03	-0.012	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	1	-1	3	-2	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	61.06422	58.20963	57.85291	52.66048	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	42.78215	41.63476	47.39001	45.26802	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	-0.3625	-0.3304	-0.0594	-0.5616	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	4	5	4	4	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	
[2020.12.04 11:14:35 / lib_ea_2.mqh:2416]	29357839	2020.12.04 04:15:00	77.20099999999999	77.232	77.218	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-0.008	0.03	-0.012	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	-1	3	-2	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	58.20963	57.85291	52.66048	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	41.63476	47.39001	45.26802	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	-0.3304	-0.0594	-0.5616	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	5	4	4	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	
[2020.12.04 11:19:35 / lib_ea_2.mqh:2416]	29357880	2020.12.04 04:20:00	77.232	77.218	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	0.03	-0.012	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	3	-2	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	57.85291	52.66048	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	47.39001	45.26802	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	-0.0594	-0.5616	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	4	4	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	
[2020.12.04 11:24:36 / lib_ea_2.mqh:2416]	29357908	2020.12.04 04:25:00	77.218	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-0.012	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	-2	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	52.66048	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	45.26802	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	-0.5616	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	4	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	
[2020.12.04 11:29:35 / lib_ea_2.mqh:2416]	29357940	2020.12.04 04:30:00	77.209	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-0.008	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-1	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	48.27236	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	43.93672	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	-0.8952	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	4	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	
[2020.12.04 11:34:35 / lib_ea_2.mqh:2416]	29357982	2020.12.04 04:35:00	77.214	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	0.001	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	1	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	50.75307	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	44.88462	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	-0.63425	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	4	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	
[2020.12.04 11:39:36 / lib_ea_2.mqh:2416]	29358003	2020.12.04 04:40:00	77.206	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	-0.007	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	-1	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	46.85069	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	43.64187	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	-0.681	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	4	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	
[2020.12.04 11:44:34 / lib_ea_2.mqh:2416]	29358028	2020.12.04 04:45:00	77.191	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-0.014	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	-2	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	45.36603	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	41.38057	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	-0.602	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	5	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	
[2020.12.04 11:49:34 / lib_ea_2.mqh:2416]	29358076	2020.12.04 04:50:00	77.167	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	-0.026	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	-3	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	41.05493	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	38.05924	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	-1.5834	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	6	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	
[2020.12.04 11:54:34 / lib_ea_2.mqh:2416]	29358113	2020.12.04 04:55:00	77.163	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-0.004	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	-1	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	39.35985	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	37.53076	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	-1.2091	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	6	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	
[2020.12.04 11:59:42 / lib_ea_2.mqh:2416]	29358163	2020.12.04 05:00:00	77.18600000000001	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	0.022	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	3	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	43.54475	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	42.37394	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	-1.0298	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	4	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	
[2020.12.04 12:04:35 / lib_ea_2.mqh:2416]	29358188	2020.12.04 05:05:00	77.166	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	-0.02	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	-2	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	42.71369	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	39.56614	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	-0.9256	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	5	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	
[2020.12.04 12:09:35 / lib_ea_2.mqh:2416]	29358212	2020.12.04 05:10:00	77.10899999999999	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	-0.055	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	-4	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	40.33667	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	33.00513	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	-2.332	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	6	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	
[2020.12.04 12:14:36 / lib_ea_2.mqh:2416]	29358231	2020.12.04 05:15:00	77.105	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-0.003	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-1	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	39.35566	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	32.60573	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	-1.48575	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	6	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	
[2020.12.04 12:19:36 / lib_ea_2.mqh:2416]	29358252	2020.12.04 05:20:00	77.131	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	0.026	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	3	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	39.12787	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	37.75905	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	-0.91945	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	5	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	
[2020.12.04 12:24:36 / lib_ea_2.mqh:2416]	29358279	2020.12.04 05:25:00	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	
